Kode Pesanan,Status Pesanan,Status Terverifikasi,Waktu Pesanan,Waktu Pesanan Selesai,Waktu Pesanan Terverifikasi,Kode Produk,Nama Produk,ID Model,L1 Kategori Global,L2 Kategori Global,L3 Kategori Global,Kode Promo,Harga(Rp),Jumlah,Nama Affiliate,Username Affiliate,MCN Terhubung,ID Komisi Pesanan,Partner Promo,Jenis Promo,Nilai Pembelian(Rp),Jumlah Pengembalian(Rp),Tipe Pesanan,Estimasi Komisi per Produk(Rp),Estimasi Komisi Affiliate per Produk(Rp),Persentase Komisi Affiliate per Produk,Estimasi Komisi MCN per Produk(Rp),Persentase Komisi MCN per Produk,Estimasi Komisi per Pesanan(Rp),Estimasi Komisi Affiliate per Pesanan(Rp),Estimasi Komisi MCN per Pesanan(Rp),Catatan Produk,Platform,Tingkat Komisi,Pengeluaran(Rp),Status Pemotongan,Metode Pemotongan,Waktu Pemotongan
250607075JBHCS,Selesai,Sah,2025-06-07 22:01:43,2025-06-12 13:19:07,2025-06-12 13:19:07,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,deniaseptiana,deniaseptiana,,79104169,,Komisi Produk Penjual,61750,0,Pesanan Langsung,3705,3705,6%,0,0%,3705,3705,0,,Shopeelive-Shopee,6%,4113,Menunggu Pemotongan,,
2506070708MGUU,Selesai,Sah,2025-06-07 21:58:46,2025-06-14 11:01:29,2025-06-14 11:01:29,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,yuisha,yuisha.id,FEB Digital Agency,79104169,,Komisi Produk Penjual,61750,0,Pesanan Langsung,3705,3705,6%,0,0%,3705,3705,0,,Shopeevideo-Shopee,6%,4113,Menunggu Pemotongan,,
250607040WSECR,Selesai,Sah,2025-06-07 21:05:26,2025-06-12 00:45:39,2025-06-12 00:45:39,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,6700,3,Opera Norway,opear.adx,,97448167,,Komisi Produk Penjual,20100,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Others,5%,0,,,
250607008B78KC,Selesai,Sah,2025-06-07 19:58:00,2025-06-09 23:52:14,2025-06-09 23:52:14,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,6700,2,Yeppo Footwear,peekaboostore,Tiktech,97448167,,Komisi Produk Penjual,13385,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Others,5%,0,,,
250607W1QBR4E1,Selesai,Sah,2025-06-07 19:24:50,2025-06-12 02:18:45,2025-06-12 02:18:45,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,6700,3,xtend1234,xtend1234,,97448167,,Komisi Produk Penjual,20100,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Others,5%,0,,,
250607VU8QYNCD,Selesai,Sah,2025-06-07 17:29:16,2025-06-12 05:12:59,2025-06-12 05:12:59,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376231,Perlengkapan Rumah,Lampu,,,13500,1,devazeta,devazeta11,,79104187,,Komisi Produk Penjual,13500,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
250607VRV164W7,Selesai,Sah,2025-06-07 16:46:24,2025-06-10 09:24:12,2025-06-10 09:24:12,26006118256,Aswei Cetakan Kotak Penyimpanan Es Batu Jelly Kotak Double Layer 48 Grid Quick Press Dengan Tutup dan Pegangan,187669090673,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,,108000,1,ginanoviantika,ginanoviantika,,79104175,,Komisi Produk Penjual,108000,0,Pesanan Langsung,7560,7560,7%,0,0%,7560,7560,0,,Shopeevideo-Shopee,7%,8392,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-10 09:24:38
250607VNWQR5HY,Selesai,Sah,2025-06-07 15:53:39,2025-06-11 23:59:12,2025-06-11 23:59:12,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801711,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,17484,1,interspaceindonesia2,interspaceindonesia2,,79104118,,Komisi Produk Penjual,17484,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250607VEDQSRDB,Selesai,Sah,2025-06-07 13:39:26,2025-06-13 17:55:39,2025-06-13 17:55:39,26657097063,TaffHOME Tutup Pintu Otomatis Automatic Door Closer 800g - MO-206,246325225002,Perlengkapan Rumah,Furniture,Penahan Pintu,,20116,1,Badriiah,riia_19,,79104660,,Komisi Produk Penjual,20116,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
250607VCPME120,Selesai,Sah,2025-06-07 13:08:37,2025-06-13 04:30:50,2025-06-13 04:30:50,29858827305,TaffSTUDIO Mikrofon Kondenser Studio Profesional Microphone with Stand - SF-666,251442171723,Audio,Mikrofon & Aksesoris,,,46100,1,IFLYTEK (HONG KONG) COMPANY LIMITED,iflytekid,,79104248,,Komisi Produk Penjual,43100,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Websites,6%,0,,,
250607VCK8Q5E6,Sedang Diproses,Sah,2025-06-07 13:06:44,,,26006118256,Aswei Cetakan Kotak Penyimpanan Es Batu Jelly Kotak Double Layer 48 Grid Quick Press Dengan Tutup dan Pegangan,187669090673,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,,108000,1,Review Produk,rajincekout,,79104175,,Komisi Produk Penjual,102600,0,Pesanan Langsung,7182,7182,7%,0,0%,7182,7182,0,Status produk ini sedang ditinjau. Komisi hanya akan dibayarkan ketika pesanan selesai.,Shopeevideo-Shopee,7%,7972,Menunggu Pemotongan,,
250607VCJPKPD1,Sedang Diproses,Sah,2025-06-07 13:06:25,,,28168331260,TaffPACK Tape Lakban PTFE Heat High Temperature Adhesive 10M - TF10M,247081158579,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,15100,1,Opera Norway,opear.adx,,79104157,,Komisi Produk Penjual,15100,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,Status produk ini sedang ditinjau. Komisi hanya akan dibayarkan ketika pesanan selesai.,Websites,10%,0,,,
250607V8DYWJMC,Selesai,Sah,2025-06-07 11:52:12,2025-06-11 00:02:53,2025-06-11 00:02:53,26006118256,Aswei Cetakan Kotak Penyimpanan Es Batu Jelly Kotak Double Layer 48 Grid Quick Press Dengan Tutup dan Pegangan,187669090673,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,,108000,1,Hanny,shanda7,,79104175,,Komisi Produk Penjual,102600,0,Pesanan Langsung,7182,7182,7%,0,0%,7182,7182,0,,Shopeevideo-Shopee,7%,7972,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-11 01:30:33
250607U4EX51DE,Selesai,Sah,2025-06-07 01:08:30,2025-06-13 18:10:55,2025-06-13 18:10:55,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,osikastore840,osikastore840,,79104169,,Komisi Produk Penjual,65000,0,Pesanan Langsung,3900,3900,6%,0,0%,3900,3900,0,,Shopeelive-Shopee,6%,4329,Menunggu Pemotongan,,
250607U01SFQMS,Dibatalkan,Sah,2025-06-06 23:49:33,,,26006118256,Aswei Cetakan Kotak Penyimpanan Es Batu Jelly Kotak Double Layer 48 Grid Quick Press Dengan Tutup dan Pegangan,187669090673,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,,108000,0,syaqilla_malikAmrullah,ayu_prnm_sr.,,79104175,,Komisi Produk Penjual,0,108000,Pesanan Langsung,0,0,7%,0,0%,0,0,0,Pesanan dibatalkan oleh Pembeli,Shopeevideo-Shopee,7%,0,,,
250606TT2Y4AVQ,Selesai,Sah,2025-06-06 22:02:50,2025-06-09 16:30:34,2025-06-09 16:30:34,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,6700,50,abe,abdulkholiqzm,,97448167,,Komisi Produk Penjual,283717,0,Pesanan Langsung,14185.85,14185.85,5%,0,0%,14185.85,14185.85,0,,WhatsApp,5%,15746,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-09 16:30:59
250606TMYFA747,Selesai,Sah,2025-06-06 20:31:25,2025-06-10 09:25:59,2025-06-10 09:25:59,24684332520,TaffHOME Timer Masak Dapur Magnetic Stopwatch Kitchen Timer - JS-113,147404904208,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,,20400,1,YouTube Shopping,youtube_shopping_id,,79104536,,Komisi Produk Penjual,13400,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,YouTube,6%,0,,,
250606TFQ6TVDP,Selesai,Sah,2025-06-06 18:57:18,2025-06-09 19:49:06,2025-06-09 19:49:06,26618199030,Holajaju Cover Sepatu Pelindung Anti Air Hujan PVC 1 Pair with Buckle,109325548994,Sepatu Wanita,Boots,Sepatu Boot Hujan,,48100,1,yogi,hokiterusgadamatinya,,79104162,,Komisi Produk Penjual,48100,0,Pesanan Langsung,2886,2886,6%,0,0%,2886,2886,0,,Shopeevideo-Shopee,6%,3203,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-09 19:49:31
250606TEVHAACY,Selesai,Sah,2025-06-06 18:42:23,2025-06-10 13:50:52,2025-06-10 13:50:52,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372340,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,82600,1,YouTube Shopping,youtube_shopping_id,,105143957,,Komisi Produk Penjual,75992,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,YouTube,5%,0,,,
250606TCPK0ES1,Selesai,Sah,2025-06-06 18:03:17,2025-06-10 07:53:30,2025-06-10 07:53:30,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12500,1,interspaceindonesia2,interspaceindonesia2,,79104187,,Komisi Produk Penjual,12500,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250606TCPK0ES1,Selesai,Sah,2025-06-06 18:03:17,2025-06-10 07:53:30,2025-06-10 07:53:30,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376232,Perlengkapan Rumah,Lampu,,,13400,1,interspaceindonesia2,interspaceindonesia2,,79104187,,Komisi Produk Penjual,13400,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250606TB8HKEDQ,Selesai,Sah,2025-06-06 17:37:32,2025-06-12 20:37:44,2025-06-12 20:37:44,26207094848,Taffware QST Express Heat Gun Hot Blower Vinyl 230V 300W - QST-220,241325209704,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perkakas,,58100,1,Opera Norway,opear.adx,,79104106,,Komisi Produk Penjual,49385,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250606T6VGAMHF,Selesai,Sah,2025-06-06 16:19:12,2025-06-12 06:21:35,2025-06-12 06:21:35,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12500,1,xtend1234,xtend1234,,79104187,,Komisi Produk Penjual,10654,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250606T6VGAMHF,Selesai,Sah,2025-06-06 16:19:12,2025-06-12 06:21:35,2025-06-12 06:21:35,29806967193,Rhodey Tas Pinggang Selempang Pria Waistbag Bahan Kulit - 1851,166605676568,Tas Pria,Tas Pinggang Pria,,,19800,1,xtend1234,xtend1234,,79104855,,Komisi Produk Penjual,15723,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250606T6VGAMHF,Selesai,Sah,2025-06-06 16:19:12,2025-06-12 06:21:35,2025-06-12 06:21:35,41751311724,JOCESTYLE Mesin Tinju Music Boxing Bluetooth Wall Target,198522790723,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Tinju & Bela Diri,,284600,1,xtend1234,xtend1234,,104536807,,Komisi Produk Penjual,242544,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Others,5%,0,,,
250606SS53AT29,Selesai,Sah,2025-06-06 12:13:28,2025-06-10 06:03:58,2025-06-10 06:03:58,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,Dewijalal,dewijalal432,,79104169,,Komisi Produk Penjual,57201,0,Pesanan Langsung,3432.06,3432.06,6%,0,0%,3432.06,3432.06,0,,Shopeevideo-Shopee,6%,3810,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-10 06:04:23
250606SRWMV06R,Selesai,Sah,2025-06-06 12:09:19,2025-06-11 12:49:08,2025-06-11 12:49:08,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12500,4,Suharto Efendi,genjol17,FEB Digital Agency,79104187,,Komisi Produk Penjual,45000,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
250606SRVW1J1N,Selesai,Sah,2025-06-06 12:08:53,2025-06-07 19:21:37,2025-06-07 19:21:37,28707645950,AsyPets Ember Lipat Water Bucket Foldable Collapsible 10L - ST362,195303552446,Perlengkapan Rumah,Perawatan Rumah,"Basin, Ember, & Gayung Air",,71500,1,platformrevinc,platformrevinc,,79104890,,Komisi Produk Penjual,65780,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250606SPGEUMFV,Dibatalkan,Sah,2025-06-06 11:26:08,,,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376231,Perlengkapan Rumah,Lampu,,,12200,0,Lewinashop,yessi704pandiangan,,79104187,,Komisi Produk Penjual,0,12200,Pesanan Langsung,0,0,6%,0,0%,0,0,0,Pesanan dibatalkan oleh Pembeli,Shopeevideo-Shopee,6%,0,,,
250606SJQ1MMBH,Selesai,Sah,2025-06-06 10:18:15,2025-06-09 15:20:40,2025-06-09 15:20:40,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376231,Perlengkapan Rumah,Lampu,,,12200,1,ipal 2712,pranat_ong27,Yuxi Jayatama Indonesia,79104187,,Komisi Produk Penjual,12200,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Telegram,6%,0,,,
250606SJJ0D65P,Selesai,Sah,2025-06-06 10:15:25,2025-06-11 03:02:46,2025-06-11 03:02:46,26107184480,MEISU Tas Kandang Anjing Kucing Breathable Pet Carrier Bag 47x31x32cm - MS46,207704064752,Hewan Peliharaan,Aksesoris Hewan Peliharaan,Furniture Hewan,,205296,1,Abdan,abdan_19,Kampoeng Kreator,79104534,,Komisi Produk Penjual,171860,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250606SFA5URY0,Selesai,Sah,2025-06-06 09:17:21,2025-06-08 10:15:04,2025-06-08 10:15:04,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,Nadia Harsya,noninadia,,79104169,,Komisi Produk Penjual,56457,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250606RCW49NX4,Sedang Diproses,Sah,2025-06-05 23:01:36,,,25434650413,Taffware Digipounds Timbangan Dapur Mini Digital Scale 1kg 0.1g - i2000,256362608696,Perlengkapan Rumah,Perlengkapan Dapur,Timbangan Dapur,,56300,1,Mitgo,kartik14534,,79104874,,Komisi Produk Penjual,56300,0,Pesanan Tidak Langsung,0,0,7%,0,0%,0,0,0,Status produk ini sedang ditinjau. Komisi hanya akan dibayarkan ketika pesanan selesai.,Others,7%,0,,,
250605QV5UBC9Y,Selesai,Sah,2025-06-05 18:02:15,2025-06-09 14:38:18,2025-06-09 14:38:18,24684332520,TaffHOME Timer Masak Dapur Magnetic Stopwatch Kitchen Timer - JS-113,147404904208,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,,20400,1,Mitgo,kartik14534,,79104536,,Komisi Produk Penjual,20400,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250605QT5N4QQC,Selesai,Sah,2025-06-05 17:26:21,2025-06-14 15:24:11,2025-06-14 15:24:11,26006118256,Aswei Cetakan Kotak Penyimpanan Es Batu Jelly Kotak Double Layer 48 Grid Quick Press Dengan Tutup dan Pegangan,187669090673,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,,103600,1,Review Produk,rajincekout,,79104175,,Komisi Produk Penjual,98420,0,Pesanan Langsung,6889.4,6889.4,7%,0,0%,6889.4,6889.4,0,,Shopeevideo-Shopee,7%,7647,Menunggu Pemotongan,,
250605QKBPWBJ9,Selesai,Sah,2025-06-05 15:24:28,2025-06-13 19:30:12,2025-06-13 19:30:12,26006118256,Aswei Cetakan Kotak Penyimpanan Es Batu Jelly Kotak Double Layer 48 Grid Quick Press Dengan Tutup dan Pegangan,187669090673,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,,103600,1,Dwi Fortuna,dwiagus383,,79104175,,Komisi Produk Penjual,103600,0,Pesanan Langsung,7252,7252,7%,0,0%,7252,7252,0,,Shopeevideo-Shopee,7%,8050,Menunggu Pemotongan,,
250605QHQ5M76B,Selesai,Sah,2025-06-05 14:55:06,2025-06-07 14:32:17,2025-06-07 14:32:17,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801710,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,23500,2,Toko Mima,toko.mimaa,,79104118,,Komisi Produk Penjual,47000,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250605QGQA5CA6,Selesai,Sah,2025-06-05 14:37:17,2025-06-11 03:16:55,2025-06-11 03:16:55,24234685532,TaffLED Fitting Lampu Bohlam LED EU Plug 220V 25A E27 with Switch - HF-666,226643130086,Perlengkapan Rumah,Lampu,,,14800,1,platformrevinc,platformrevinc,,79104538,,Komisi Produk Penjual,14800,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250605QBWUPWU1,Selesai,Sah,2025-06-05 13:11:27,2025-06-11 07:00:24,2025-06-11 07:00:24,25334593570,One Two Cups Milk Jug Latte Art Gelas Susu Kopi Espresso Frother Foam - J068,119232317129,Perlengkapan Rumah,Perlengkapan Dapur,"Peralatan Teh, Kopi, & Bartending",,38400,1,Hisyam firidaus,hisyam_udi,,79104900,,Komisi Produk Penjual,36480,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250605Q89VXEKM,Selesai,Sah,2025-06-05 12:06:37,2025-06-10 18:02:23,2025-06-10 18:02:23,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,xtend1234,xtend1234,,79104169,,Komisi Produk Penjual,65000,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250605PCN471C3,Dibatalkan,Sah,2025-06-05 03:51:48,,,24635152777,Taffware USB Type C 3.1 to USB 3.0 HDMI USB Type C - HPQ1034,223135831022,Handphone & Aksesoris,Aksesoris,"Kabel, Charger, & Konverter",,45300,0,Mitgo,kartik14534,,79104127,,Komisi Produk Penjual,0,76570,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,Pesanan dibatalkan karena pengiriman gagal,Others,6%,0,,,
250605P5UQ67A2,Selesai,Sah,2025-06-05 01:50:13,2025-06-10 03:19:25,2025-06-10 03:19:25,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801710,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,23500,1,Muhamad sopian,zikryyb,,79104118,,Komisi Produk Penjual,10800,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
250604NS4E9B95,Selesai,Sah,2025-06-04 22:02:28,2025-06-11 14:26:56,2025-06-11 14:26:56,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12500,1,firzafahnia,firzafahnia,,79104187,,Komisi Produk Penjual,12500,0,Pesanan Langsung,750,750,6%,0,0%,2812,2812,0,,WhatsApp,6%,833,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-11 14:27:22
250604NS4E9B95,Selesai,Sah,2025-06-04 22:02:28,2025-06-11 14:26:56,2025-06-11 14:26:56,26133161349,TaffLED Senter LED 2000 Lumens Zoom Waterproof - Pocketman P1,258161123082,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,26600,1,firzafahnia,firzafahnia,,95957561,,Komisi Produk Penjual,26600,0,Pesanan Langsung,1330,1330,5%,0,0%,0,0,0,,WhatsApp,5%,1476,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-11 14:27:22
250604NS4E9B95,Selesai,Sah,2025-06-04 22:02:28,2025-06-11 14:26:56,2025-06-11 14:26:56,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376231,Perlengkapan Rumah,Lampu,,,12200,1,firzafahnia,firzafahnia,,79104187,,Komisi Produk Penjual,12200,0,Pesanan Langsung,732,732,6%,0,0%,0,0,0,,WhatsApp,6%,813,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-11 14:27:22
250604NRUNWSYA,Selesai,Sah,2025-06-04 21:57:33,2025-06-10 08:21:43,2025-06-10 08:21:43,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,Yesti liana,yestilianap,,79104169,,Komisi Produk Penjual,65000,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Telegram,6%,0,,,
250604NE26XPRY,Selesai,Sah,2025-06-04 18:44:21,2025-06-07 19:38:32,2025-06-07 19:38:32,27968323672,TaffPACK Tape Lakban PTFE Heat High Temperature Insulation 10M - TF10M,257081148368,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,22800,1,interspaceindonesia,interspaceindonesia,,79104144,,Komisi Produk Penjual,22800,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,Others,10%,0,,,
250604NE26XPRY,Selesai,Sah,2025-06-04 18:44:21,2025-06-07 19:38:32,2025-06-07 19:38:32,27968323672,TaffPACK Tape Lakban PTFE Heat High Temperature Insulation 10M - TF10M,257081148369,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,15400,1,interspaceindonesia,interspaceindonesia,,79104144,,Komisi Produk Penjual,15400,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,Others,10%,0,,,
250604N9SDJE1J,Selesai,Sah,2025-06-04 17:27:51,2025-06-10 07:11:13,2025-06-10 07:11:13,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376232,Perlengkapan Rumah,Lampu,,,13400,1,Rida Rindianti,rida_rindianti,,79104187,,Komisi Produk Penjual,13400,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
250604N4UXC4A6,Selesai,Sah,2025-06-04 15:59:47,2025-06-09 11:15:18,2025-06-09 11:15:18,28168331260,TaffPACK Tape Lakban PTFE Heat High Temperature Adhesive 10M - TF10M,247081158579,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,14500,1,Mitgo,kartik14534,,79104157,,Komisi Produk Penjual,14500,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,Others,10%,0,,,
250604MVC11347,Selesai,Sah,2025-06-04 13:27:43,2025-06-09 03:26:32,2025-06-09 03:26:32,28707645950,AsyPets Ember Lipat Water Bucket Foldable Collapsible 10L - ST362,195303552446,Perlengkapan Rumah,Perawatan Rumah,"Basin, Ember, & Gayung Air",,71500,1,Edwin Suryadi,edwin.suryadi,,79104890,,Komisi Produk Penjual,71500,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,YouTube,6%,0,,,
250604MVA4XWC7,Selesai,Sah,2025-06-04 13:26:40,2025-06-14 01:43:44,2025-06-14 01:43:44,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801710,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,23500,1,Opera Norway,opear.adx,,79104118,,Komisi Produk Penjual,23500,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250604MUY9SKSR,Selesai,Sah,2025-06-04 13:20:36,2025-06-09 23:21:31,2025-06-09 23:21:31,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,6700,4,Sandra Hana Zakiyyah,hana_sandra1304,,97448167,,Komisi Produk Penjual,26800,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Instagram,5%,0,,,
250604MGXSQWEX,Selesai,Sah,2025-06-04 10:03:29,2025-06-07 17:11:44,2025-06-07 17:11:44,27968323673,TaffPACK Lakban Heat Resistant Polyimide High Temperature Adhesive,257081148474,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,8554,1,A Syahid,martyrespada,,79104134,,Komisi Produk Penjual,8554,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
250604MGXSQWEX,Selesai,Sah,2025-06-04 10:03:29,2025-06-07 17:11:44,2025-06-07 17:11:44,28168331260,TaffPACK Tape Lakban PTFE Heat High Temperature Adhesive 10M - TF10M,247081158579,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,14500,1,A Syahid,martyrespada,,79104157,,Komisi Produk Penjual,14500,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,Facebook,10%,0,,,
